id,filename,ext,embedding_no_type,element_type,function.name,function.parameters,function.type,embedding,author,repo_name,tag,import,import.name,import.from,import.path,constant,constant.name,constant.value,function.docstring,class.name,method.name,method.parameters,class.field,class.instance_field,method.type,method.decorator,class.base,field.name,field.default
scverse_scanpy_1.10.1,_docs.py,python,"doc_rank_genes_groups_plot_args = """"""\
adata
    Annotated data matrix.
groups
    The groups for which to show the gene ranking.
n_genes
    Number of genes to show. This can be a negative number to show for
    example the down regulated genes. eg: num_genes=-10. Is ignored if
    `gene_names` is passed.
gene_symbols
    Column name in `.var` DataFrame that stores gene symbols. By default `var_names`
    refer to the index column of the `.var` DataFrame. Setting this option allows
    alternative names to be used.
groupby
    The key of the observation grouping to consider. By default,
    the groupby is chosen from the rank genes groups parameter but
    other groupby options can be used.  It is expected that
    groupby is a categorical. If groupby is not a categorical observation,
    it would be subdivided into `num_categories` (see :func:`~scanpy.pl.dotplot`).
min_logfoldchange
    Value to filter genes in groups if their logfoldchange is less than the
    min_logfoldchange
key
    Key used to store the ranking results in `adata.uns`.\
""""""",constant,,,,"Constant: doc_rank_genes_groups_plot_args = """"""\
adata
    Annotated data matrix.
groups
    The groups for which to show the gene ranking.
n_genes
    Number of genes to show. This can be a negative number to show for
    example the down regulated genes. eg: num_genes=-10. Is ignored if
    `gene_names` is passed.
gene_symbols
    Column name in `.var` DataFrame that stores gene symbols. By default `var_names`
    refer to the index column of the `.var` DataFrame. Setting this option allows
    alternative names to be used.
groupby
    The key of the observation grouping to consider. By default,
    the groupby is chosen from the rank genes groups parameter but
    other groupby options can be used.  It is expected that
    groupby is a categorical. If groupby is not a categorical observation,
    it would be subdivided into `num_categories` (see :func:`~scanpy.pl.dotplot`).
min_logfoldchange
    Value to filter genes in groups if their logfoldchange is less than the
    min_logfoldchange
key
    Key used to store the ranking results in `adata.uns`.\
""""""",scverse,scanpy,1.10.1,,,,,"doc_rank_genes_groups_plot_args = """"""\
adata
    Annotated data matrix.
groups
    The groups for which to show the gene ranking.
n_genes
    Number of genes to show. This can be a negative number to show for
    example the down regulated genes. eg: num_genes=-10. Is ignored if
    `gene_names` is passed.
gene_symbols
    Column name in `.var` DataFrame that stores gene symbols. By default `var_names`
    refer to the index column of the `.var` DataFrame. Setting this option allows
    alternative names to be used.
groupby
    The key of the observation grouping to consider. By default,
    the groupby is chosen from the rank genes groups parameter but
    other groupby options can be used.  It is expected that
    groupby is a categorical. If groupby is not a categorical observation,
    it would be subdivided into `num_categories` (see :func:`~scanpy.pl.dotplot`).
min_logfoldchange
    Value to filter genes in groups if their logfoldchange is less than the
    min_logfoldchange
key
    Key used to store the ranking results in `adata.uns`.\
""""""",doc_rank_genes_groups_plot_args,"""""""\
adata
    Annotated data matrix.
groups
    The groups for which to show the gene ranking.
n_genes
    Number of genes to show. This can be a negative number to show for
    example the down regulated genes. eg: num_genes=-10. Is ignored if
    `gene_names` is passed.
gene_symbols
    Column name in `.var` DataFrame that stores gene symbols. By default `var_names`
    refer to the index column of the `.var` DataFrame. Setting this option allows
    alternative names to be used.
groupby
    The key of the observation grouping to consider. By default,
    the groupby is chosen from the rank genes groups parameter but
    other groupby options can be used.  It is expected that
    groupby is a categorical. If groupby is not a categorical observation,
    it would be subdivided into `num_categories` (see :func:`~scanpy.pl.dotplot`).
min_logfoldchange
    Value to filter genes in groups if their logfoldchange is less than the
    min_logfoldchange
key
    Key used to store the ranking results in `adata.uns`.\
""""""",,,,,,,,,,,
scverse_scanpy_1.10.1,_docs.py,python,"doc_rank_genes_groups_values_to_plot = """"""\
values_to_plot
    Instead of the mean gene value, plot the values computed by `sc.rank_genes_groups`.
    The options are: ['scores', 'logfoldchanges', 'pvals', 'pvals_adj',
    'log10_pvals', 'log10_pvals_adj']. When plotting logfoldchanges a divergent
    colormap is recommended. See examples below.
var_names
    Genes to plot. Sometimes is useful to pass a specific list of var names (e.g. genes)
    to check their fold changes or p-values, instead of the top/bottom genes. The
    var_names could be a dictionary or a list as in :func:`~scanpy.pl.dotplot` or
    :func:`~scanpy.pl.matrixplot`. See examples below.\
""""""",constant,,,,"Constant: doc_rank_genes_groups_values_to_plot = """"""\
values_to_plot
    Instead of the mean gene value, plot the values computed by `sc.rank_genes_groups`.
    The options are: ['scores', 'logfoldchanges', 'pvals', 'pvals_adj',
    'log10_pvals', 'log10_pvals_adj']. When plotting logfoldchanges a divergent
    colormap is recommended. See examples below.
var_names
    Genes to plot. Sometimes is useful to pass a specific list of var names (e.g. genes)
    to check their fold changes or p-values, instead of the top/bottom genes. The
    var_names could be a dictionary or a list as in :func:`~scanpy.pl.dotplot` or
    :func:`~scanpy.pl.matrixplot`. See examples below.\
""""""",scverse,scanpy,1.10.1,,,,,"doc_rank_genes_groups_values_to_plot = """"""\
values_to_plot
    Instead of the mean gene value, plot the values computed by `sc.rank_genes_groups`.
    The options are: ['scores', 'logfoldchanges', 'pvals', 'pvals_adj',
    'log10_pvals', 'log10_pvals_adj']. When plotting logfoldchanges a divergent
    colormap is recommended. See examples below.
var_names
    Genes to plot. Sometimes is useful to pass a specific list of var names (e.g. genes)
    to check their fold changes or p-values, instead of the top/bottom genes. The
    var_names could be a dictionary or a list as in :func:`~scanpy.pl.dotplot` or
    :func:`~scanpy.pl.matrixplot`. See examples below.\
""""""",doc_rank_genes_groups_values_to_plot,"""""""\
values_to_plot
    Instead of the mean gene value, plot the values computed by `sc.rank_genes_groups`.
    The options are: ['scores', 'logfoldchanges', 'pvals', 'pvals_adj',
    'log10_pvals', 'log10_pvals_adj']. When plotting logfoldchanges a divergent
    colormap is recommended. See examples below.
var_names
    Genes to plot. Sometimes is useful to pass a specific list of var names (e.g. genes)
    to check their fold changes or p-values, instead of the top/bottom genes. The
    var_names could be a dictionary or a list as in :func:`~scanpy.pl.dotplot` or
    :func:`~scanpy.pl.matrixplot`. See examples below.\
""""""",,,,,,,,,,,
scverse_scanpy_1.10.1,_docs.py,python,"doc_scatter_spatial = """"""\
library_id
    library_id for Visium data, e.g. key in `adata.uns[""spatial""]`.
img_key
    Key for image data, used to get `img` and `scale_factor` from `""images""`
    and `""scalefactors""` entires for this library. To use spatial coordinates,
    but not plot an image, pass `img_key=None`.
img
    image data to plot, overrides `img_key`.
scale_factor
    Scaling factor used to map from coordinate space to pixel space.
    Found by default if `library_id` and `img_key` can be resolved.
    Otherwise defaults to `1.`.
spot_size
    Diameter of spot (in coordinate space) for each point. Diameter
    in pixels of the spots will be `size * spot_size * scale_factor`.
    This argument is required if it cannot be resolved from library info.
crop_coord
    Coordinates to use for cropping the image (left, right, top, bottom).
    These coordinates are expected to be in pixel space (same as `basis`)
    and will be transformed by `scale_factor`.
    If not provided, image is automatically cropped to bounds of `basis`,
    plus a border.
alpha_img
    Alpha value for image.
bw
    Plot image data in gray scale.\
""""""",constant,,,,"Constant: doc_scatter_spatial = """"""\
library_id
    library_id for Visium data, e.g. key in `adata.uns[""spatial""]`.
img_key
    Key for image data, used to get `img` and `scale_factor` from `""images""`
    and `""scalefactors""` entires for this library. To use spatial coordinates,
    but not plot an image, pass `img_key=None`.
img
    image data to plot, overrides `img_key`.
scale_factor
    Scaling factor used to map from coordinate space to pixel space.
    Found by default if `library_id` and `img_key` can be resolved.
    Otherwise defaults to `1.`.
spot_size
    Diameter of spot (in coordinate space) for each point. Diameter
    in pixels of the spots will be `size * spot_size * scale_factor`.
    This argument is required if it cannot be resolved from library info.
crop_coord
    Coordinates to use for cropping the image (left, right, top, bottom).
    These coordinates are expected to be in pixel space (same as `basis`)
    and will be transformed by `scale_factor`.
    If not provided, image is automatically cropped to bounds of `basis`,
    plus a border.
alpha_img
    Alpha value for image.
bw
    Plot image data in gray scale.\
""""""",scverse,scanpy,1.10.1,,,,,"doc_scatter_spatial = """"""\
library_id
    library_id for Visium data, e.g. key in `adata.uns[""spatial""]`.
img_key
    Key for image data, used to get `img` and `scale_factor` from `""images""`
    and `""scalefactors""` entires for this library. To use spatial coordinates,
    but not plot an image, pass `img_key=None`.
img
    image data to plot, overrides `img_key`.
scale_factor
    Scaling factor used to map from coordinate space to pixel space.
    Found by default if `library_id` and `img_key` can be resolved.
    Otherwise defaults to `1.`.
spot_size
    Diameter of spot (in coordinate space) for each point. Diameter
    in pixels of the spots will be `size * spot_size * scale_factor`.
    This argument is required if it cannot be resolved from library info.
crop_coord
    Coordinates to use for cropping the image (left, right, top, bottom).
    These coordinates are expected to be in pixel space (same as `basis`)
    and will be transformed by `scale_factor`.
    If not provided, image is automatically cropped to bounds of `basis`,
    plus a border.
alpha_img
    Alpha value for image.
bw
    Plot image data in gray scale.\
""""""",doc_scatter_spatial,"""""""\
library_id
    library_id for Visium data, e.g. key in `adata.uns[""spatial""]`.
img_key
    Key for image data, used to get `img` and `scale_factor` from `""images""`
    and `""scalefactors""` entires for this library. To use spatial coordinates,
    but not plot an image, pass `img_key=None`.
img
    image data to plot, overrides `img_key`.
scale_factor
    Scaling factor used to map from coordinate space to pixel space.
    Found by default if `library_id` and `img_key` can be resolved.
    Otherwise defaults to `1.`.
spot_size
    Diameter of spot (in coordinate space) for each point. Diameter
    in pixels of the spots will be `size * spot_size * scale_factor`.
    This argument is required if it cannot be resolved from library info.
crop_coord
    Coordinates to use for cropping the image (left, right, top, bottom).
    These coordinates are expected to be in pixel space (same as `basis`)
    and will be transformed by `scale_factor`.
    If not provided, image is automatically cropped to bounds of `basis`,
    plus a border.
alpha_img
    Alpha value for image.
bw
    Plot image data in gray scale.\
""""""",,,,,,,,,,,
,_docs.py,python,,,,,,File: scanpy\plotting,scverse,scanpy,1.10.1,,,,,,,,,,,,,,,,,,
,_docs.py,python,,,,,,Directory: scanpy\plotting\_docs.py,scverse,scanpy,1.10.1,,,,,,,,,,,,,,,,,,
scverse_scanpy_1.10.1,_dotplot.py,python,"DotPlot.DEFAULT_SAVE_PREFIX = ""dotplot_""",class_field,,,,"Class field: DotPlot.DEFAULT_SAVE_PREFIX = ""dotplot_""",scverse,scanpy,1.10.1,,,,,,,,,DotPlot,,,"DEFAULT_SAVE_PREFIX = ""dotplot_""",,,,,DEFAULT_SAVE_PREFIX,"""dotplot_"""
scverse_scanpy_1.10.1,_dotplot.py,python,"DotPlot.DEFAULT_COLORMAP = ""winter""",class_field,,,,"Class field: DotPlot.DEFAULT_COLORMAP = ""winter""",scverse,scanpy,1.10.1,,,,,,,,,DotPlot,,,"DEFAULT_COLORMAP = ""winter""",,,,,DEFAULT_COLORMAP,"""winter"""
scverse_scanpy_1.10.1,_dotplot.py,python,"DotPlot.DEFAULT_COLOR_ON = ""dot""",class_field,,,,"Class field: DotPlot.DEFAULT_COLOR_ON = ""dot""",scverse,scanpy,1.10.1,,,,,,,,,DotPlot,,,"DEFAULT_COLOR_ON = ""dot""",,,,,DEFAULT_COLOR_ON,"""dot"""
scverse_scanpy_1.10.1,_dotplot.py,python,DotPlot.DEFAULT_DOT_MAX = None,class_field,,,,Class field: DotPlot.DEFAULT_DOT_MAX = None,scverse,scanpy,1.10.1,,,,,,,,,DotPlot,,,DEFAULT_DOT_MAX = None,,,,,DEFAULT_DOT_MAX,None
scverse_scanpy_1.10.1,_dotplot.py,python,DotPlot.DEFAULT_DOT_MIN = None,class_field,,,,Class field: DotPlot.DEFAULT_DOT_MIN = None,scverse,scanpy,1.10.1,,,,,,,,,DotPlot,,,DEFAULT_DOT_MIN = None,,,,,DEFAULT_DOT_MIN,None
scverse_scanpy_1.10.1,_dotplot.py,python,DotPlot.DEFAULT_SMALLEST_DOT = 0.0,class_field,,,,Class field: DotPlot.DEFAULT_SMALLEST_DOT = 0.0,scverse,scanpy,1.10.1,,,,,,,,,DotPlot,,,DEFAULT_SMALLEST_DOT = 0.0,,,,,DEFAULT_SMALLEST_DOT,0.0
scverse_scanpy_1.10.1,_dotplot.py,python,DotPlot.DEFAULT_LARGEST_DOT = 200.0,class_field,,,,Class field: DotPlot.DEFAULT_LARGEST_DOT = 200.0,scverse,scanpy,1.10.1,,,,,,,,,DotPlot,,,DEFAULT_LARGEST_DOT = 200.0,,,,,DEFAULT_LARGEST_DOT,200.0
scverse_scanpy_1.10.1,_dotplot.py,python,"DotPlot.DEFAULT_DOT_EDGECOLOR = ""black""",class_field,,,,"Class field: DotPlot.DEFAULT_DOT_EDGECOLOR = ""black""",scverse,scanpy,1.10.1,,,,,,,,,DotPlot,,,"DEFAULT_DOT_EDGECOLOR = ""black""",,,,,DEFAULT_DOT_EDGECOLOR,"""black"""
scverse_scanpy_1.10.1,_dotplot.py,python,DotPlot.DEFAULT_DOT_EDGELW = 0.2,class_field,,,,Class field: DotPlot.DEFAULT_DOT_EDGELW = 0.2,scverse,scanpy,1.10.1,,,,,,,,,DotPlot,,,DEFAULT_DOT_EDGELW = 0.2,,,,,DEFAULT_DOT_EDGELW,0.2
scverse_scanpy_1.10.1,_dotplot.py,python,DotPlot.DEFAULT_SIZE_EXPONENT = 1.5,class_field,,,,Class field: DotPlot.DEFAULT_SIZE_EXPONENT = 1.5,scverse,scanpy,1.10.1,,,,,,,,,DotPlot,,,DEFAULT_SIZE_EXPONENT = 1.5,,,,,DEFAULT_SIZE_EXPONENT,1.5
scverse_scanpy_1.10.1,_dotplot.py,python,"DotPlot.DEFAULT_SIZE_LEGEND_TITLE = ""Fraction of cells\nin group (%)""",class_field,,,,"Class field: DotPlot.DEFAULT_SIZE_LEGEND_TITLE = ""Fraction of cells\nin group (%)""",scverse,scanpy,1.10.1,,,,,,,,,DotPlot,,,"DEFAULT_SIZE_LEGEND_TITLE = ""Fraction of cells\nin group (%)""",,,,,DEFAULT_SIZE_LEGEND_TITLE,"""Fraction of cells\nin group (%)"""
scverse_scanpy_1.10.1,_dotplot.py,python,"DotPlot.DEFAULT_COLOR_LEGEND_TITLE = ""Mean expression\nin group""",class_field,,,,"Class field: DotPlot.DEFAULT_COLOR_LEGEND_TITLE = ""Mean expression\nin group""",scverse,scanpy,1.10.1,,,,,,,,,DotPlot,,,"DEFAULT_COLOR_LEGEND_TITLE = ""Mean expression\nin group""",,,,,DEFAULT_COLOR_LEGEND_TITLE,"""Mean expression\nin group"""
scverse_scanpy_1.10.1,_dotplot.py,python,DotPlot.DEFAULT_LEGENDS_WIDTH = 1.5,class_field,,,,Class field: DotPlot.DEFAULT_LEGENDS_WIDTH = 1.5,scverse,scanpy,1.10.1,,,,,,,,,DotPlot,,,DEFAULT_LEGENDS_WIDTH = 1.5,,,,,DEFAULT_LEGENDS_WIDTH,1.5
scverse_scanpy_1.10.1,_dotplot.py,python,DotPlot.DEFAULT_PLOT_X_PADDING = 0.8,class_field,,,,Class field: DotPlot.DEFAULT_PLOT_X_PADDING = 0.8,scverse,scanpy,1.10.1,,,,,,,,,DotPlot,,,DEFAULT_PLOT_X_PADDING = 0.8,,,,,DEFAULT_PLOT_X_PADDING,0.8
scverse_scanpy_1.10.1,_dotplot.py,python,DotPlot.DEFAULT_PLOT_Y_PADDING = 1.0,class_field,,,,Class field: DotPlot.DEFAULT_PLOT_Y_PADDING = 1.0,scverse,scanpy,1.10.1,,,,,,,,,DotPlot,,,DEFAULT_PLOT_Y_PADDING = 1.0,,,,,DEFAULT_PLOT_Y_PADDING,1.0
scverse_scanpy_1.10.1,_dotplot.py,python,"[old_positionals(
        ""use_raw"",
        ""log"",
        ""num_categories"",
        ""categories_order"",
        ""title"",
        ""figsize"",
        ""gene_symbols"",
        ""var_group_positions"",
        ""var_group_labels"",
        ""var_group_rotation"",
        ""layer"",
        ""expression_cutoff"",
        ""mean_only_expressed"",
        ""standard_scale"",
        ""dot_color_df"",
        ""dot_size_df"",
        ""ax"",
        ""vmin"",
        ""vmax"",
        ""vcenter"",
        ""norm"",
    )] DotPlot.__init__(
        self,
        adata: AnnData,
        var_names: _VarNames | Mapping[str, _VarNames],
        groupby: str | Sequence[str],
        *,
        use_raw: bool | None = None,
        log: bool = False,
        num_categories: int = 7,
        categories_order: Sequence[str] | None = None,
        title: str | None = None,
        figsize: tuple[float, float] | None = None,
        gene_symbols: str | None = None,
        var_group_positions: Sequence[tuple[int, int]] | None = None,
        var_group_labels: Sequence[str] | None = None,
        var_group_rotation: float | None = None,
        layer: str | None = None,
        expression_cutoff: float = 0.0,
        mean_only_expressed: bool = False,
        standard_scale: Literal[""var"", ""group""] | None = None,
        dot_color_df: pd.DataFrame | None = None,
        dot_size_df: pd.DataFrame | None = None,
        ax: _AxesSubplot | None = None,
        vmin: float | None = None,
        vmax: float | None = None,
        vcenter: float | None = None,
        norm: Normalize | None = None,
        **kwds,
    )",class_method,,,,"Class method: [old_positionals(
        ""use_raw"",
        ""log"",
        ""num_categories"",
        ""categories_order"",
        ""title"",
        ""figsize"",
        ""gene_symbols"",
        ""var_group_positions"",
        ""var_group_labels"",
        ""var_group_rotation"",
        ""layer"",
        ""expression_cutoff"",
        ""mean_only_expressed"",
        ""standard_scale"",
        ""dot_color_df"",
        ""dot_size_df"",
        ""ax"",
        ""vmin"",
        ""vmax"",
        ""vcenter"",
        ""norm"",
    )] DotPlot.__init__(
        self,
        adata: AnnData,
        var_names: _VarNames | Mapping[str, _VarNames],
        groupby: str | Sequence[str],
        *,
        use_raw: bool | None = None,
        log: bool = False,
        num_categories: int = 7,
        categories_order: Sequence[str] | None = None,
        title: str | None = None,
        figsize: tuple[float, float] | None = None,
        gene_symbols: str | None = None,
        var_group_positions: Sequence[tuple[int, int]] | None = None,
        var_group_labels: Sequence[str] | None = None,
        var_group_rotation: float | None = None,
        layer: str | None = None,
        expression_cutoff: float = 0.0,
        mean_only_expressed: bool = False,
        standard_scale: Literal[""var"", ""group""] | None = None,
        dot_color_df: pd.DataFrame | None = None,
        dot_size_df: pd.DataFrame | None = None,
        ax: _AxesSubplot | None = None,
        vmin: float | None = None,
        vmax: float | None = None,
        vcenter: float | None = None,
        norm: Normalize | None = None,
        **kwds,
    )",scverse,scanpy,1.10.1,,,,,,,,,DotPlot,__init__,"(
        self,
        adata: AnnData,
        var_names: _VarNames | Mapping[str, _VarNames],
        groupby: str | Sequence[str],
        *,
        use_raw: bool | None = None,
        log: bool = False,
        num_categories: int = 7,
        categories_order: Sequence[str] | None = None,
        title: str | None = None,
        figsize: tuple[float, float] | None = None,
        gene_symbols: str | None = None,
        var_group_positions: Sequence[tuple[int, int]] | None = None,
        var_group_labels: Sequence[str] | None = None,
        var_group_rotation: float | None = None,
        layer: str | None = None,
        expression_cutoff: float = 0.0,
        mean_only_expressed: bool = False,
        standard_scale: Literal[""var"", ""group""] | None = None,
        dot_color_df: pd.DataFrame | None = None,
        dot_size_df: pd.DataFrame | None = None,
        ax: _AxesSubplot | None = None,
        vmin: float | None = None,
        vmax: float | None = None,
        vcenter: float | None = None,
        norm: Normalize | None = None,
        **kwds,
    )",,,,"old_positionals(
        ""use_raw"",
        ""log"",
        ""num_categories"",
        ""categories_order"",
        ""title"",
        ""figsize"",
        ""gene_symbols"",
        ""var_group_positions"",
        ""var_group_labels"",
        ""var_group_rotation"",
        ""layer"",
        ""expression_cutoff"",
        ""mean_only_expressed"",
        ""standard_scale"",
        ""dot_color_df"",
        ""dot_size_df"",
        ""ax"",
        ""vmin"",
        ""vmax"",
        ""vcenter"",
        ""norm"",
    )",,,
scverse_scanpy_1.10.1,_dotplot.py,python,"[old_positionals(
        ""cmap"",
        ""color_on"",
        ""dot_max"",
        ""dot_min"",
        ""smallest_dot"",
        ""largest_dot"",
        ""dot_edge_color"",
        ""dot_edge_lw"",
        ""size_exponent"",
        ""grid"",
        ""x_padding"",
        ""y_padding"",
    )] DotPlot.style(
        self,
        *,
        cmap: str = DEFAULT_COLORMAP,
        color_on: Literal[""dot"", ""square""] | None = DEFAULT_COLOR_ON,
        dot_max: float | None = DEFAULT_DOT_MAX,
        dot_min: float | None = DEFAULT_DOT_MIN,
        smallest_dot: float | None = DEFAULT_SMALLEST_DOT,
        largest_dot: float | None = DEFAULT_LARGEST_DOT,
        dot_edge_color: ColorLike | None = DEFAULT_DOT_EDGECOLOR,
        dot_edge_lw: float | None = DEFAULT_DOT_EDGELW,
        size_exponent: float | None = DEFAULT_SIZE_EXPONENT,
        grid: float | None = False,
        x_padding: float | None = DEFAULT_PLOT_X_PADDING,
        y_padding: float | None = DEFAULT_PLOT_Y_PADDING,
    )",class_method,,,,"Class method: [old_positionals(
        ""cmap"",
        ""color_on"",
        ""dot_max"",
        ""dot_min"",
        ""smallest_dot"",
        ""largest_dot"",
        ""dot_edge_color"",
        ""dot_edge_lw"",
        ""size_exponent"",
        ""grid"",
        ""x_padding"",
        ""y_padding"",
    )] DotPlot.style(
        self,
        *,
        cmap: str = DEFAULT_COLORMAP,
        color_on: Literal[""dot"", ""square""] | None = DEFAULT_COLOR_ON,
        dot_max: float | None = DEFAULT_DOT_MAX,
        dot_min: float | None = DEFAULT_DOT_MIN,
        smallest_dot: float | None = DEFAULT_SMALLEST_DOT,
        largest_dot: float | None = DEFAULT_LARGEST_DOT,
        dot_edge_color: ColorLike | None = DEFAULT_DOT_EDGECOLOR,
        dot_edge_lw: float | None = DEFAULT_DOT_EDGELW,
        size_exponent: float | None = DEFAULT_SIZE_EXPONENT,
        grid: float | None = False,
        x_padding: float | None = DEFAULT_PLOT_X_PADDING,
        y_padding: float | None = DEFAULT_PLOT_Y_PADDING,
    )",scverse,scanpy,1.10.1,,,,,,,,,DotPlot,style,"(
        self,
        *,
        cmap: str = DEFAULT_COLORMAP,
        color_on: Literal[""dot"", ""square""] | None = DEFAULT_COLOR_ON,
        dot_max: float | None = DEFAULT_DOT_MAX,
        dot_min: float | None = DEFAULT_DOT_MIN,
        smallest_dot: float | None = DEFAULT_SMALLEST_DOT,
        largest_dot: float | None = DEFAULT_LARGEST_DOT,
        dot_edge_color: ColorLike | None = DEFAULT_DOT_EDGECOLOR,
        dot_edge_lw: float | None = DEFAULT_DOT_EDGELW,
        size_exponent: float | None = DEFAULT_SIZE_EXPONENT,
        grid: float | None = False,
        x_padding: float | None = DEFAULT_PLOT_X_PADDING,
        y_padding: float | None = DEFAULT_PLOT_Y_PADDING,
    )",,,,"old_positionals(
        ""cmap"",
        ""color_on"",
        ""dot_max"",
        ""dot_min"",
        ""smallest_dot"",
        ""largest_dot"",
        ""dot_edge_color"",
        ""dot_edge_lw"",
        ""size_exponent"",
        ""grid"",
        ""x_padding"",
        ""y_padding"",
    )",,,
scverse_scanpy_1.10.1,_dotplot.py,python,"[old_positionals(
        ""show"",
        ""show_size_legend"",
        ""show_colorbar"",
        ""size_title"",
        ""colorbar_title"",
        ""width"",
    )] DotPlot.legend(
        self,
        *,
        show: bool | None = True,
        show_size_legend: bool | None = True,
        show_colorbar: bool | None = True,
        size_title: str | None = DEFAULT_SIZE_LEGEND_TITLE,
        colorbar_title: str | None = DEFAULT_COLOR_LEGEND_TITLE,
        width: float | None = DEFAULT_LEGENDS_WIDTH,
    )",class_method,,,,"Class method: [old_positionals(
        ""show"",
        ""show_size_legend"",
        ""show_colorbar"",
        ""size_title"",
        ""colorbar_title"",
        ""width"",
    )] DotPlot.legend(
        self,
        *,
        show: bool | None = True,
        show_size_legend: bool | None = True,
        show_colorbar: bool | None = True,
        size_title: str | None = DEFAULT_SIZE_LEGEND_TITLE,
        colorbar_title: str | None = DEFAULT_COLOR_LEGEND_TITLE,
        width: float | None = DEFAULT_LEGENDS_WIDTH,
    )",scverse,scanpy,1.10.1,,,,,,,,,DotPlot,legend,"(
        self,
        *,
        show: bool | None = True,
        show_size_legend: bool | None = True,
        show_colorbar: bool | None = True,
        size_title: str | None = DEFAULT_SIZE_LEGEND_TITLE,
        colorbar_title: str | None = DEFAULT_COLOR_LEGEND_TITLE,
        width: float | None = DEFAULT_LEGENDS_WIDTH,
    )",,,,"old_positionals(
        ""show"",
        ""show_size_legend"",
        ""show_colorbar"",
        ""size_title"",
        ""colorbar_title"",
        ""width"",
    )",,,
scverse_scanpy_1.10.1,_dotplot.py,python,"DotPlot._plot_size_legend(self, size_legend_ax: Axes)",class_method,,,,"Class method: DotPlot._plot_size_legend(self, size_legend_ax: Axes)",scverse,scanpy,1.10.1,,,,,,,,,DotPlot,_plot_size_legend,"(self, size_legend_ax: Axes)",,,,,,,
scverse_scanpy_1.10.1,_dotplot.py,python,"DotPlot._plot_legend(self, legend_ax, return_ax_dict, normalize)",class_method,,,,"Class method: DotPlot._plot_legend(self, legend_ax, return_ax_dict, normalize)",scverse,scanpy,1.10.1,,,,,,,,,DotPlot,_plot_legend,"(self, legend_ax, return_ax_dict, normalize)",,,,,,,
scverse_scanpy_1.10.1,_dotplot.py,python,"DotPlot._mainplot(self, ax)",class_method,,,,"Class method: DotPlot._mainplot(self, ax)",scverse,scanpy,1.10.1,,,,,,,,,DotPlot,_mainplot,"(self, ax)",,,,,,,
scverse_scanpy_1.10.1,_dotplot.py,python,"[staticmethod] DotPlot._dotplot(
        dot_size,
        dot_color,
        dot_ax,
        *,
        cmap: str = ""Reds"",
        color_on: str | None = ""dot"",
        y_label: str | None = None,
        dot_max: float | None = None,
        dot_min: float | None = None,
        standard_scale: Literal[""var"", ""group""] | None = None,
        smallest_dot: float | None = 0.0,
        largest_dot: float | None = 200,
        size_exponent: float | None = 2,
        edge_color: ColorLike | None = None,
        edge_lw: float | None = None,
        grid: bool | None = False,
        x_padding: float | None = 0.8,
        y_padding: float | None = 1.0,
        vmin: float | None = None,
        vmax: float | None = None,
        vcenter: float | None = None,
        norm: Normalize | None = None,
        **kwds,
    )",class_method,,,,"Class method: [staticmethod] DotPlot._dotplot(
        dot_size,
        dot_color,
        dot_ax,
        *,
        cmap: str = ""Reds"",
        color_on: str | None = ""dot"",
        y_label: str | None = None,
        dot_max: float | None = None,
        dot_min: float | None = None,
        standard_scale: Literal[""var"", ""group""] | None = None,
        smallest_dot: float | None = 0.0,
        largest_dot: float | None = 200,
        size_exponent: float | None = 2,
        edge_color: ColorLike | None = None,
        edge_lw: float | None = None,
        grid: bool | None = False,
        x_padding: float | None = 0.8,
        y_padding: float | None = 1.0,
        vmin: float | None = None,
        vmax: float | None = None,
        vcenter: float | None = None,
        norm: Normalize | None = None,
        **kwds,
    )",scverse,scanpy,1.10.1,,,,,,,,,DotPlot,_dotplot,"(
        dot_size,
        dot_color,
        dot_ax,
        *,
        cmap: str = ""Reds"",
        color_on: str | None = ""dot"",
        y_label: str | None = None,
        dot_max: float | None = None,
        dot_min: float | None = None,
        standard_scale: Literal[""var"", ""group""] | None = None,
        smallest_dot: float | None = 0.0,
        largest_dot: float | None = 200,
        size_exponent: float | None = 2,
        edge_color: ColorLike | None = None,
        edge_lw: float | None = None,
        grid: bool | None = False,
        x_padding: float | None = 0.8,
        y_padding: float | None = 1.0,
        vmin: float | None = None,
        vmax: float | None = None,
        vcenter: float | None = None,
        norm: Normalize | None = None,
        **kwds,
    )",,,,staticmethod,,,
scverse_scanpy_1.10.1,_dotplot.py,python,DotPlot(BasePlot),class,,,,Class: DotPlot(BasePlot),scverse,scanpy,1.10.1,,,,,,,,,DotPlot,,,,,,,(BasePlot),,
scverse_scanpy_1.10.1,_dotplot.py,python,TYPE_CHECKING from typing,import,,,,Import: TYPE_CHECKING from typing,scverse,scanpy,1.10.1,"from typing import TYPE_CHECKING, Literal",TYPE_CHECKING,typing,,,,,,,,,,,,,,,
scverse_scanpy_1.10.1,_dotplot.py,python,Literal from typing,import,,,,Import: Literal from typing,scverse,scanpy,1.10.1,"from typing import TYPE_CHECKING, Literal",Literal,typing,,,,,,,,,,,,,,,
scverse_scanpy_1.10.1,_dotplot.py,python,numpy,import,,,,Import: numpy,scverse,scanpy,1.10.1,import numpy as np,numpy,,,,,,,,,,,,,,,,
